name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets
Dhania,dhania,Dhania,,category:seeds|company:continental seeds|type:inputs,Grams,250,D2024020800374,340,zero,100,,,
Dhania Hygrotec,dhania-hygrotec,Dhania Hygrotec,,category:seeds|company:hygrotec|type:inputs,Grams,500,D2024020800375,680,zero,100,,,
Diamond,diamond,Diamond,,category:foliar|company:farmbase agriscience|type:inputs,Ml,500,D2024020800376,55,zero,100,,,
,,,,,Litre,1,D2024020800377,80,zero,100,,,
Diamond Foliar,diamond-foliar,Diamond Foliar,,category:foliar|company:keapros|type:inputs,Litre,1,D2024020800378,80,zero,100,,,
Diamond Plant,diamond-plant,Diamond Plant,,,Litre,1,D2024020800379,80,zero,100,,,
Diazinal ,diazinal,Diazinal ,,category:insecticides|company:fedo|type:inputs,Ml,28,D2024020800380,70,zero,100,,,
Diazol,diazol,Diazol,,,Ml,100,D2024020800381,400,zero,100,,,
Dicalcium Phosphate,dicalcium-phosphate,Dicalcium Phosphate,,category:poultry|company:biodeal laboratories|type:inputs,Grams,500,D2024020800382,130,zero,100,,,
Dicalcium Phosphate (Hc),dicalcium-phosphate-(hc),Dicalcium Phosphate (Hc),,category:livestock products|company:high chem.|type:inputs,Grams,500,D2024020800383,145,zero,100,,,
Dicalcium Phosphate (Hc).,dicalcium-phosphate-(hc).,Dicalcium Phosphate (Hc).,,category:livestock products|company:high chem|type:inputs,Kg,1,D2024020800384,270,zero,100,,,
Diepest,diepest,Diepest,,category:pest & disease control|company:elgon (k) ltd.|type:inputs,Ml,100,D2024020800385,200,zero,100,,,
Diminavet,diminavet,Diminavet,,,. Grams,2,D2024020800386,30,zero,100,,,
Dipest,dipest,Dipest,,category:pest & disease control|company:truvet|type:inputs,Ml,100,D2024020800387,200,zero,100,,,
Diseptoprim,diseptoprim,Diseptoprim,,,Grams,40,D2024020800388,17,zero,100,,,
Disposable Needles,disposable-needles,Disposable Needles,,category:other|company:norbrook|type:inputs,Pieces,10,D2024020800389,3,zero,100,,,
Disposable Syringe,disposable-syringe,Disposable Syringe,,category:others|company:instrument c.ltd|type:inputs,Ml,10,D2024020800390,12,zero,100,,,
Disposable Syringes,disposable-syringes,Disposable Syringes,,category:livestock products|company:medispec kenya|type:inputs,Ml,60,D2024020800391,45,zero,100,,,
Dithane Murphy,dithane-murphy,Dithane Murphy,,,Pieces,500,D2024020800392,420,zero,100,,,
,,,,,Grams,50,D2024020800393,64,zero,100,,,
Dk 8031,dk-8031,Dk 8031,,category:others|company:makamithi enterprises ltd wote|type:inputs,Kg,2,D2024020800394,700,zero,100,,,
Dk Maize Series,dk-maize-series,Dk Maize Series,,category:seeds|company:bayer monsanto|type:inputs,Kg,2,D2024020800395,490,zero,100,,,
Dk777,dk777,Dk777,,category:others|company:bayer monsanto|type:inputs,Kg,2,D2024020800396,650,zero,100,,,
Dk8031,dk8031,Dk8031,,,Kg,2,D2024020800397,650,zero,100,,,
Dkc777,dkc777,Dkc777,,category:seeds|company:bayer east africa|type:inputs,Kg,2,D2024020800398,525,zero,100,,,
Dominex,dominex,Dominex,,category:livestock products|company:juanco sps ltd|type:inputs,Ml,20,D2024020800399,114,zero,100,,,
Doxin,doxin,Doxin,,,Grams,30,D2024020800400,180,zero,100,,,
Doxycol,doxycol,Doxycol,,category:poultry|company:highchem|type:inputs,Grams,30,D2024020800401,135,zero,100,,,
Dragnet,dragnet,Dragnet,,,Ml,50,D2024020800402,181,zero,100,,,
Drinker,drinker,Drinker,,category:poultry|company:barasam|type:inputs,Litre,3,D2024020800403,180,zero,100,,,
Drinkers,drinkers,Drinkers,,,Pieces,10,D2024020800404,350,zero,100,,,
,,,,,Tins,2,D2024020800405,320,zero,100,,,
Dry Brick,dry-brick,Dry Brick,,category:livestock products|company:vet pro|type:inputs,Kg,2,D2024020800406,230,zero,100,,,
Dry Cow,dry-cow,Dry Cow,,category:livestock products|company:topranch|type:inputs,Kg,1,D2024020800407,100,zero,100,,,
Dry Maize Stalks,dry-maize-stalks,Dry Maize Stalks,,category:others|company:local farmer|type:inputs,Acres,1,D2024020800408,1000,zero,100,,,
Dual Deep,dual-deep,Dual Deep,,category:livestock products|company:noorwbrook|type:inputs,Ml,40,D2024020800409,200,zero,100,,,
Dudu All,dudu-all,Dudu All,,category:pest & disease control|company:hangzhou agro ind ea ltd.|type:inputs,Litre,1,D2024020800410,1400,zero,100,,,
Duduthine,duduthine,Duduthine,,category:pest & disease control|company:highchem|type:inputs,Pieces,50,D2024020800411,100,zero,100,,,
Duduthrin,duduthrin,Duduthrin,,,Ml,50,D2024020800412,95,zero,100,,,
,,,,,Litre,1,D2024020800413,1047,zero,100,,,
Duduthrine,duduthrine,Duduthrine,,,Ml,100,D2024020800414,160,zero,100,,,
Duma 419,duma-419,Duma 419,,category:seeds|company:seedco|type:inputs,Kg,2,D2024020800415,480,zero,100,,,
Duma 43,duma-43,Duma 43,,,Kg,2,D2024020800416,550,zero,100,,,
Duo Dip,duo-dip,Duo Dip,,category:acaricides|company:twiga chemical industries ltd.|type:inputs,Ml,20,D2024020800418,140,zero,100,,,
,,,,,Grams,500,D2024020800420,1000,zero,100,,,
Duodip 55%Ec,duodip-55%ec,Duodip 55%Ec,,,Ml,20,D2024020800421,140,zero,100,,,
Duotech,duotech,Duotech,,,Ml,40,D2024020800422,175,zero,100,,,
Dyanemic,dyanemic,Dyanemic,,category:herbicide|company:yara|type:inputs,Ml,50,D2024020800423,200,zero,100,,,
Eartag Small,eartag-small,Eartag Small,https://m.media-amazon.com/images/I/61AxnFMEDpL._AC_UF894,1000_QL80_.jpg,category:other|company:medilink|type:inputs,Pieces,1,E2024020800424,18,zero,100,,,
Easeed Garden 1Ltr,easeed-garden-1ltr,Easeed Garden 1Ltr,https://agritabcart.com/wp-content/uploads/2021/05/IMG_20210501_133550_567.jpg,category:others|company:east africa seed|type:inputs,Litre,1,E2024020800425,225,zero,100,,,
East Africa Carrots,east-africa-carrots,East Africa Carrots,https://www.ics-agri.com/photos/carott-french-quality-seeds-800p.jpg,,Grams,500,E2024020800426,1258,zero,100,,,
Eastleigh,eastleigh,Eastleigh,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Eastleigh_UK_locator_map.svg/800px-Eastleigh_UK_locator_map.svg.png,category:livestock products|company:eastleigh|type:inputs,Bags,50,E2024020800427,200,zero,100,,,
Eastleigh Food,eastleigh-food,Eastleigh Food,https://d1ralsognjng37.cloudfront.net/977619a9-6dae-4a78-86cf-ee4d09c7d99b.jpeg,,Bags,10,E2024020800428,200,zero,100,,,
Easy Grow,easy-grow,Easy Grow,https://www.naturalremedy.com/in/wp-content/uploads/sites/3/2023/10/EasyGrow-3.jpg,category:foliar|company:osho chemical industries ltd|type:inputs,Grams,120,E2024020800429,150,zero,100,,,
,,,,,Kg,1,E2024020800430,350,zero,100,,,
,,,,,Litre,10,E2024020800431,80,zero,100,,,
Easy Grow Veg,easy-grow-veg,Easy Grow Veg,https://agroduka.com/images/product/Easygro20Vegetative.jpg,,Grams,120,E2024020800432,58,zero,100,,,
Easygow Fruit Flower,easygow-fruit-flower,Easygow Fruit Flower,https://agroduka.com/images/product/Easygro20Vegetative.jpg,,Grams,250,E2024020800433,104,zero,100,,,
Easygro F/F,easygro-f/f,Easygro F/F,https://uzapal.co.ke/wp-content/uploads/2023/01/Easygro-Flower-Fruit-EASYGRO-FLOWER-FRUIT.png,category:foliar|company:syngenta|type:inputs,Grams,250,E2024020800434,120,zero,100,,,
Easygro Vegetative,easygro-vegetative,Easygro Vegetative,https://agroduka.com/images/product/Easygro20Vegetative.jpg,,Grams,25,E2024020800435,120,zero,100,,,
,,,,,Kg,1,E2024020800436,415,zero,100,,,
Easygrow,easygrow,Easygrow,https://agroduka.com/images/product/Easygro20Vegetative.jpg,category:foliar|company:east africa agrochemicals|type:inputs,Kg,8,E2024020800437,415,zero,100,,,
,,,,,Grams,12,E2024020800438,210,zero,100,,,
Easygrow Ff,easygrow-ff,Easygrow Ff,https://agroduka.com/images/product/Easygro20Vegetative.jpg,,Grams,120,E2024020800439,100,zero,100,,,
Easygrow Fruit Flowering,easygrow-fruit-flowering,Easygrow Fruit Flowering,https://agroduka.com/images/product/Easygro20Vegetative.jpg,,Kg,1,E2024020800440,265,zero,100,,,
,,,,,Grams,120,E2024020800441,55,zero,100,,,
Easygrow Starter,easygrow-starter,Easygrow Starter,https://agroduka.com/images/product/Easygro20Vegetative.jpg,category:fertilizers|company:osho chemical industries ltd|type:inputs,Kg,1,E2024020800442,266,zero,100,,,
Easygrow Vegetative,easygrow-vegetative,Easygrow Vegetative,,,Grams,250,E2024020800443,90,zero,100,,,
Easygrowff,easygrowff,Easygrowff,,,Grams,250,E2024020800444,95,zero,100,,,
Eco Block,eco-block,Eco Block,,category:livestock products|company:agrofeed ltd|type:inputs,Kg,2,E2024020800445,200,zero,100,,,
Ectomin 100Ec,ectomin-100ec,Ectomin 100Ec,,category:livestock products|company:ultravetis|type:inputs,Ml,40,E2024020800446,200,zero,100,,,
Eden Tea,eden-tea,Eden Tea,,,Grams,12,E2024020800447,19,zero,100,,,
Editor,editor,Editor,,category:herbicide|company:farmfix africa ltd|type:inputs,Ml,50,E2024020800448,235,zero,100,,,
Eggs,eggs,Eggs,,category:livestock products|company:philimon|type:inputs,Trays,30,E2024020800449,15,zero,100,,,
,,,,,Pieces,30,E2024020800450,20,zero,100,,,
Egocin,egocin,Egocin,,category:livestock products|company:alffarm|type:inputs,Ml,12,E2024020800451,190,zero,100,,,
,,,,,Grams,25,E2024020800452,55,zero,100,,,
Egocin 20%La,egocin-20%la,Egocin 20%La,,,Ml,50,E2024020800453,140,zero,100,,,
Egocin Chick,egocin-chick,Egocin Chick,,category:poultry|company:medisel|type:inputs,Grams,25,E2024020800454,36,zero,100,,,
Egocin Chick Formula,egocin-chick-formula,Egocin Chick Formula,,,Grams,25,E2024020800455,36,zero,100,,,
Egocin Soluble,egocin-soluble,Egocin Soluble,,category:drugs|company:medisel k ltd|type:inputs,Grams,25,E2024020800456,44,zero,100,,,
Electric Pressure Cooker,electric-pressure-cooker,Electric Pressure Cooker,,category:others|company:max electronics|type:inputs,Pieces,1,E2024020800457,7300,zero,100,,,
Electricity,electricity,Electricity,,category:others|company:pafa poultry breeders and hatcheries ltd|type:inputs,Kg,1,E2024020800458,33,zero,100,,,
Elgon Can Fertilizer,elgon-can-fertilizer,Elgon Can Fertilizer,,category:fertilizers|company:elgon (k) ltd.|type:inputs,Kg,50,E2024020800459,40000,zero,100,,,
Emalon,emalon,Emalon,,category:pest & disease control|company:kenagro|type:inputs,Ml,100,E2024020800460,545,zero,100,,,
Emaron,emaron,Emaron,,,Ml,500,E2024020800461,2400,zero,100,,,
Emmaron,emmaron,Emmaron,,category:insecticides|company:kenagro supplies ltd|type:inputs,Ml,50,E2024020800462,320,zero,100,,,
,,,,,Grams,80,E2024020800463,320,zero,100,,,
Empty Sacks,empty-sacks,Empty Sacks,,category:sacks|company:sacks|type:inputs,Sacks,50,E2024020800464,50,zero,100,,,
Endocure,endocure,Endocure,,,Ml,125,E2024020800465,70,zero,100,,,
,,,,,Ml,40,E2024020800466,83,zero,100,,,
Endocure 10%,endocure-10%,Endocure 10%,,,Ml,135,E2024020800467,220,zero,100,,,
Endoguard,endoguard,Endoguard,,category:livestock products|company:osho chemical ltd|type:inputs,Ml,120,E2024020800468,72,zero,100,,,
Endovectim,endovectim,Endovectim,,category:poultry|company:osho chemical industries ltd|type:inputs,Ml,10,E2024020800469,45,zero,100,,,
Engeo,engeo,Engeo,,,Ml,100,E2024020800470,650,zero,100,,,
,,,,,Litre,1,E2024020800471,2400,zero,100,,,
Enrich,enrich,Enrich,,category:foliar|company:oshothane|type:inputs,Grams,50,E2024020800472,200,zero,100,,,
Epic,epic,Epic,,category:insecticides|company:botachem|type:inputs,Ml,100,E2024020800473,157,zero,100,,,
Episom,episom,Episom,,category:livestock products|company:aroms|type:inputs,Grams,250,E2024020800474,45,zero,100,,,
Episom Salt,episom-salt,Episom Salt,,category:others|company:mutuchem|type:inputs,Grams,250,E2024020800475,45,zero,100,,,
Epsom Salt,epsom-salt,Epsom Salt,,,Grams,500,E2024020800476,101,zero,100,,,
Equition Pro,equition-pro,Equition Pro,,category:fungicides|company:jupot|type:inputs,Kg,1,E2024020800477,1600,zero,100,,,
Esb3,esb3,Esb3,,,Grams,50,E2024020800478,280,zero,100,,,
Esb3 20G,esb3-20g,Esb3 20G,,category:poultry|company:ultravetis|type:inputs,Grams,20,E2024020800479,262,zero,100,,,
Esb3 30%,esb3-30%,Esb3 30%,,,Grams,30,E2024020800480,290,zero,100,,,
Escort,escort,Escort,,,Ml,24,E2024020800481,450,zero,100,,,
Escorts 19 Pesticides,escorts-19-pesticides,Escorts 19 Pesticides,,category:pest & disease control|company:greenlife company|type:inputs,Ml,100,E2024020800482,380,zero,100,,,
Escrot,escrot,Escrot,,,Ml,12,E2024020800483,540,zero,100,,,
Evergrow Organic,evergrow-organic,Evergrow Organic,,category:fertilizers|company:agriprofocus|type:inputs,Kg,50,E2024020800484,1800,zero,100,,,
,,,,,Bags,50,E2024020800485,1800,zero,100,,,
Ex Kupe,ex-kupe,Ex Kupe,,,Ml,20,E2024020800486,75,zero,100,,,
Faida Kienyeji,faida-kienyeji,Faida Kienyeji,https://www.menengaiafyafeeds.co.ke/wp-content/uploads/2016/08/kienyenji70.jpg,category:livestock products|company:kitale industries ltd|type:inputs,Kg,50,F2024020800487,2300,zero,100,,,
Falcon Can Fertilizers,falcon-can-fertilizers,Falcon Can Fertilizers,https://5.imimg.com/data5/SELLER/Default/2023/3/294848845/YS/HS/WA/186644434/pesticides.jpg,,Kg,50,F2024020800488,2570,zero,100,,,
Falcon Fertilizers,falcon-fertilizers,Falcon Fertilizers,https://shambaza.com/custom/domain_1/image_files/51_photo_11417.jpg,,Kg,50,F2024020800489,2550,zero,100,,,
Fan,fan,Fan,https://upload.wikimedia.org/wikipedia/commons/1/17/Ventilatore_a_soffitto_%283%29.png,,Pieces,1,F2024020800490,3000,zero,100,,,
Fanisi,fanisi,Fanisi,https://shambaza.com/custom/domain_1/image_files/436_photo_12553.jpg,category:fertilizers|company:fanisi company|type:inputs,Kg,50,F2024020800491,5200,zero,100,,,
Farmate Spray,farmate-spray,Farmate Spray,https://www.gazdabolt.hu/media/5e/92/a1/1698925716/T13343-1-FarmateNS8.jpg,category:others|company:farmate|type:inputs,Litre,1,F2024020800492,250,zero,100,,,
Farmate Sprayer,farmate-sprayer,Farmate Sprayer,https://www.gazdabolt.hu/media/5e/92/a1/1698925716/T13343-1-FarmateNS8.jpg,category:others|company:hangzhou agro ind ea ltd.|type:inputs,Litre,15,F2024020800493,1950,zero,100,,,
Fde,fde,Fde,,category:fertilizers|company:dap|type:inputs,Kg,10,F2024020800494,3500,zero,100,,,
Fduma 43,fduma-43,Fduma 43,,category:seeds|company:yara milla cereals|type:inputs,Kg,24,F2024020800495,510,zero,100,,,
Fedozinon,fedozinon,Fedozinon,,category:others|company:fedo agencies ltd|type:inputs,Ml,28,F2024020800496,100,zero,100,,,
Feed,feed,Feed,,category:feeds|company:fugo|type:inputs,Kg,2,F2024020800497,140,zero,100,,,
Feeds Ingredient,feeds-ingredient,Feeds Ingredient,,category:livestock products|company:mega feeds|type:inputs,Kg,250,F2024020800498,32,zero,100,,,
Fertelizer,fertelizer,Fertelizer,,category:fertilizers|company:yara milla cereals|type:inputs,Kg,50,F2024020800499,3150,zero,100,,,
Fertilised Eggs,fertilised-eggs,Fertilised Eggs,,category:others|company:lilian farm|type:inputs,Pieces,30,F2024020800500,800,zero,100,,,
Fertiliser,fertiliser,Fertiliser,,category:sacks|company:yara|type:inputs,Kg,50,F2024020800501,3650,zero,100,,,
,,,,,Litre,1,F2024020800502,1800,zero,100,,,
Fertilisers,fertilisers,Fertilisers,,category:fertilizers|company:ruiru fertilizers ltd|type:inputs,Kg,50,F2024020800503,4500,zero,100,,,
Fertilizee,fertilizee,Fertilizee,,category:fertilizers|company:greenlife supplies|type:inputs,Kg,50,F2024020800504,6400,zero,100,,,
Fertilizer,fertilizer,Fertilizer,,,Bags,50,F2024020800505,3400,zero,100,,,
,,,,,Kg,100,F2024020800506,3600,zero,100,,,
Fertilizers,fertilizers,Fertilizers,,,Kg,50,F2024020800507,3200,zero,100,,,
Fertilty Brick,fertilty-brick,Fertilty Brick,,,Kg,2,F2024020800508,230,zero,100,,,
Fertised Eggs,fertised-eggs,Fertised Eggs,,category:others|company:ketrima investments|type:inputs,Pieces,30,F2024020800509,850,zero,100,,,
,,,,,Trays,30,F2024020800510,800,zero,100,,,
Fertlizer,fertlizer,Fertlizer,,category:fertilizers|company:sygenta|type:inputs,Bags,10,F2024020800511,500,zero,100,,,
Fetilized Eggs,fetilized-eggs,Fetilized Eggs,,,Pieces,1,F2024020800512,28,zero,100,,,
Fetilizerr,fetilizerr,Fetilizerr,,category:plant growth booster|company:bayer monsanto|type:inputs,Sheets,10,F2024020800513,500,zero,100,,,
Fezan,fezan,Fezan,,category:herbicide|company:alligare|type:inputs,Litre,5,F2024020800514,13000,zero,100,,,
Finisher,finisher,Finisher,,,Kg,50,F2024020800515,3200,zero,100,,,
Finisi,finisi,Finisi,,category:fertilizers|company:finiisi|type:inputs,Bags,50,F2024020800516,3000,zero,100,,,
Fire All 480Sl,fire-all-480sl,Fire All 480Sl,,category:herbicide|company:mutuchem|type:inputs,Litre,1,F2024020800517,700,zero,100,,,
Fish Food,fish-food,Fish Food,,,Kg,20,F2024020800518,670,zero,100,,,
Fish Meal,fish-meal,Fish Meal,,,Kg,1,F2024020800519,50,zero,100,,,
Fishing Nets,fishing-nets,Fishing Nets,,category:others|company:abdinasir illeret fresh fish investment|type:inputs,Pieces,3,F2024020800520,3700,zero,100,,,
Floaters,floaters,Floaters,,,Pieces,1,F2024020800521,16,zero,100,,,
Folia,folia,Folia,,category:foliar|company:hosho|type:inputs,Litre,10,F2024020800522,250,zero,100,,,
,,,,,Kg,8,F2024020800523,350,zero,100,,,
Foliar,foliar,Foliar,,,Litre,1,F2024020800524,900,zero,100,,,
,,,,,Ml,500,F2024020800525,160,zero,100,,,
Folicur,folicur,Folicur,,,Grams,500,F2024020800526,350,zero,100,,,
,,,,,Ml,50,F2024020800527,310,zero,100,,,
,,,,,Litre,1,F2024020800528,3500,zero,100,,,
Folimat,folimat,Folimat,,,Ml,100,F2024020800529,330,zero,100,,,
Folimatch High K,folimatch-high-k,Folimatch High K,,,Ml,500,F2024020800530,250,zero,100,,,
Folimatch High Nitrogen,folimatch-high-nitrogen,Folimatch High Nitrogen,,,Ml,500,F2024020800531,250,zero,100,,,
Folimatch K,folimatch-k,Folimatch K,,,Ml,250,F2024020800532,150,zero,100,,,
,,,,,Litre,1,F2024020800533,420,zero,100,,,
Folimatch N,folimatch-n,Folimatch N,,,Litre,1,F2024020800534,420,zero,100,,,
Folimatch Viazi,folimatch-viazi,Folimatch Viazi,,,Litre,1,F2024020800535,420,zero,100,,,
Force 1 Plus,force-1-plus,Force 1 Plus,,,Ml,500,F2024020800536,430,zero,100,,,
Force One Super,force-one-super,Force One Super,,,Ml,125,F2024020800537,200,zero,100,,,
Force1 Supper,force1-supper,Force1 Supper,,,Ml,125,F2024020800538,200,zero,100,,,
,,,,,Litre,1,F2024020800539,940,zero,100,,,
Forcelplus,forcelplus,Forcelplus,,,Ml,500,F2024020800540,450,zero,100,,,
,,,,,Litre,1,F2024020800541,2200,zero,100,,,
Forcelsuper,forcelsuper,Forcelsuper,,,Ml,500,F2024020800542,535,zero,100,,,
Fordhook Giant Spinach,fordhook-giant-spinach,Fordhook Giant Spinach,,category:seeds|company:royal seeds|type:inputs,Grams,25,F2024020800543,75,zero,100,,,
Fowl Fox Vaccine,fowl-fox-vaccine,Fowl Fox Vaccine,,,Ml,200,F2024020800544,700,zero,100,,,
Fresh Fish,fresh-fish,Fresh Fish,,category:others|company:tusaidiane fresh fish enterprise|type:inputs,Kg,80,F2024020800545,400,zero,100,,,
Fresh Fry,fresh-fry,Fresh Fry,,,Litre,250,F2024020800546,115,zero,100,,,
Frofile,frofile,Frofile,,,Ml,250,F2024020800547,500,zero,100,,,
Fugo Feeds,fugo-feeds,Fugo Feeds,,category:feeds|company:bb company|type:inputs,Kg,1,F2024020800548,55,zero,100,,,
Fukokill,fukokill,Fukokill,,category:pest & disease control|company:imaginecare|type:inputs,Grams,25,F2024020800549,65,zero,100,,,
Fungavit Maziwa,fungavit-maziwa,Fungavit Maziwa,,category:poultry|company:ava chemicals|type:inputs,Kg,2,F2024020800550,200,zero,100,,,
Fusilande Forte,fusilande-forte,Fusilande Forte,,,Litre,1,F2024020800551,2050,zero,100,,,
Gadam,gadam,Gadam,https://agroduka.com/images/product/20230527_224937.jpg,category:seeds|company:karlo|type:inputs,Kg,2,G2024020800552,330,zero,100,,,
Galigan,galigan,Galigan,https://sawariyaagritech.com/uploads/product/BeytA2MeuUNSHMqQ38gQbEQlHrqBbYCrWKk7PP1Y.jpg,category:herbicide|company:amiran (k) ltd|type:inputs,Litre,5,G2024020800553,2500,zero,100,,,
Gardal,gardal,Gardal,https://profisupplies.com/cdn/shop/products/gardal.jpg?v=1615479092,,Ml,120,G2024020800554,170,zero,100,,,
Genie Gold,genie-gold,Genie Gold,https://imaginecare.co.ke/wp-content/uploads/2023/03/genie-gold-01-2.jpg,category:foliar|company:kenagro supplies ltd|type:inputs,Ml,100,G2024020800555,200,zero,100,,,
Giant Nightshade Managu,giant-nightshade-managu,Giant Nightshade Managu,https://ke.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/95/377427/2.jpg?3553,,Grams,10,G2024020800556,45,zero,100,,,
Glean,glean,Glean,https://www.jiomart.com//images/product/240x240/rvhv7tgnbg/glean-the-power-of-cleaning-toilet-cleaner-and-disinfectant-750-ml-with-variant-pack-pack-of-1-product-images-orvhv7tgnbg-p598890644-0-202302271800.jpg,,Grams,1,G2024020800557,40,zero,100,,,
Glo Plus.,glo-plus.,Glo Plus.,,category:fertilizers|company:real ipm kenya|type:inputs,Grams,50,G2024020800558,150,zero,100,,,
Gloria F1 Cabbage,gloria-f1-cabbage,Gloria F1 Cabbage,,,Grams,50,G2024020800559,2900,zero,100,,,
Glpro,glpro,Glpro,,category:herbicide|company:agrichem africa limited|type:inputs,Litre,5,G2024020800560,420,zero,100,,,
Glucose,glucose,Glucose,,,Grams,12,G2024020800561,3,zero,100,,,
Glycel,glycel,Glycel,,,Litre,1,G2024020800562,492,zero,100,,,
Glypro,glypro,Glypro,,category:herbicide|company:agrichem africa ltd|type:inputs,Litre,1,G2024020800563,470,zero,100,,,
,,,,,Ml,500,G2024020800564,320,zero,100,,,
Gnass Carrots,gnass-carrots,Gnass Carrots,,category:seeds|company:gnass|type:inputs,Grams,500,G2024020800565,1720,zero,100,,,
Gns Bovita,gns-bovita,Gns Bovita,,category:livestock products|company:iprocure|type:inputs,. Kg,1000,G2024020800566,140,zero,100,,,
Golan,golan,Golan,,category:pest & disease control|company:amiran (k) ltd|type:inputs,Litre,5,G2024020800567,12500,zero,100,,,
Goldchance,goldchance,Goldchance,,,Kg,1,G2024020800568,290,zero,100,,,
,,,,,Grams,500,G2024020800569,165,zero,100,,,
Golden Bell,golden-bell,Golden Bell,,,Pieces,12,G2024020800570,550,zero,100,,,
Gorvernor,gorvernor,Gorvernor,,,Pack,10,G2024020800571,300,zero,100,,,
Governor,governor,Governor,,,Litre,1,G2024020800572,1520,zero,100,,,
Gr0Owermash,gr0owermash,Gr0Owermash,,,Kg,10,G2024020800573,320,zero,100,,,
Grademyter,grademyter,Grademyter,,category:insecticides|company:kenagro|type:inputs,Ml,100,G2024020800574,220,zero,100,,,
Gradometer,gradometer,Gradometer,,,Ml,100,G2024020800575,288,zero,100,,,
Gradometor,gradometor,Gradometor,,,Ml,50,G2024020800576,150,zero,100,,,
Gradometor(Kenagro),gradometor(kenagro),Gradometor(Kenagro),,category:livestock products|company:agro allied ventures|type:inputs,Ml,50,G2024020800577,110,zero,100,,,
Graph Book,graph-book,Graph Book,,category:others|company:karatasi publishers|type:inputs,Pieces,12,G2024020800578,100,zero,100,,,
Green Gram N26,green-gram-n26,Green Gram N26,,,Kg,2,G2024020800579,450,zero,100,,,
Greencop,greencop,Greencop,,,Kg,1,G2024020800580,1349,zero,100,,,
Greengram,greengram,Greengram,,category:seeds|company:grade 2|type:inputs,Kg,10,G2024020800581,1000,zero,100,,,
Greengrams,greengrams,Greengrams,,category:seeds|company:seed co|type:inputs,Kg,2,G2024020800582,800,zero,100,,,
Grenade,grenade,Grenade,,,Ml,20,G2024020800583,78,zero,100,,,
Gro Plus,gro-plus,Gro Plus,,,Grams,50,G2024020800584,150,zero,100,,,
Grower Mash,grower-mash,Grower Mash,,category:poultry|company:fugo feeds|type:inputs,Kg,50,G2024020800585,3170,zero,100,,,
Grower Plus,grower-plus,Grower Plus,,,Kg,50,G2024020800586,2350,zero,100,,,
Growermash,growermash,Growermash,,,Kg,50,G2024020800587,3160,zero,100,,,
Growers,growers,Growers,,,Kg,5,G2024020800588,180,zero,100,,,
Growers Mash,growers-mash,Growers Mash,,,Kg,20,G2024020800589,730,zero,100,,,
Growers Mash Extra Plus,growers-mash-extra-plus,Growers Mash Extra Plus,,,Kg,5,G2024020800590,180,zero,100,,,
Growers Mutch,growers-mutch,Growers Mutch,,category:feeds|company:faida|type:inputs,Kg,50,G2024020800591,3600,zero,100,,,
Guine Gold,guine-gold,Guine Gold,,,Ml,100,G2024020800592,180,zero,100,,,
Gumboro,gumboro,Gumboro,,category:poultry|company:kaptich|type:inputs,Ml,10,G2024020800593,350,zero,100,,,
H6213,h6213,H6213,https://www.farmworx.co.ke/wp-content/uploads/2023/09/Bold-Sale-Brand-Website-Homepage-Banner-3-1024x576.jpg,category:seedlings|company:kenya seed|type:inputs,Pack,12,H2024020800594,4800,zero,100,,,
Hai -Aminine,hai--aminine,Hai -Aminine,,category:herbicide|company:hangzhou agro ind ea ltd.|type:inputs,Litre,12,H2024020800595,450,zero,100,,,
Halothrin,halothrin,Halothrin,https://orbitchem.com/images/trading.gif,category:pest & disease control|company:agro farmer (k) ltd|type:inputs,Ml,250,H2024020800596,250,zero,100,,,
,,,,,Litre,1,H2024020800597,950,zero,100,,,
Haraka Seeds,haraka-seeds,Haraka Seeds,https://brightcrop.in/cdn/shop/products/Kodo_web-1_1024x1024.png?v=1682491012,category:seeds|company:western seeds|type:inputs,Kg,2,H2024020800598,700,zero,100,,,
Hass Avocado,hass-avocado,Hass Avocado,https://specialtyproduce.com/sppics/949.png,category:seeds|company:miller farm|type:inputs,Kg,4,H2024020800599,70,zero,100,,,
Hass Avocados,hass-avocados,Hass Avocados,https://specialtyproduce.com/sppics/949.png,category:seeds|company:keru farm technology|type:inputs,Kg,4,H2024020800600,410,zero,100,,,
Hb 513,hb-513,Hb 513,,,Kg,2,H2024020800601,380,zero,100,,,
Hb 516,hb-516,Hb 516,,,Kg,2,H2024020800602,380,zero,100,,,
Hb 614,hb-614,Hb 614,,,Kg,2,H2024020800603,380,zero,100,,,
Hb 6213,hb-6213,Hb 6213,,,Kg,2,H2024020800604,380,zero,100,,,
Hb 624,hb-624,Hb 624,,,Kg,2,H2024020800605,380,zero,100,,,
Hb 629,hb-629,Hb 629,,,Kg,2,H2024020800606,380,zero,100,,,
Hb Maize,hb-maize,Hb Maize,,,Kg,10,H2024020800607,4560,zero,100,,,
Healing,healing,Healing,,,Ml,100,H2024020800608,190,zero,100,,,
Heat Bulbs,heat-bulbs,Heat Bulbs,,,Pieces,1,H2024020800609,55,zero,100,,,
